FIPS,Name,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021,3/17/2021,3/18/2021,3/19/2021,3/20/2021,3/21/2021,3/22/2021,3/23/2021,3/24/2021,3/25/2021,3/26/2021,3/27/2021,3/28/2021,3/29/2021,3/30/2021,3/31/2021,4/1/2021
27280,Franconia township,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,1,1,2,0,1,2,0,0,1,2,0,1,0,1,1,1,0,2,1,1,4,0,0,0,1,0,1,0,1,22,1,1,0,1,1,0,0,0,0,4,4,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,0,1,1,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,1,0,2,1,0,0,0,1,1,0,1,0,0,1,1,2,1,1,0,1,1,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,4,4,0,2,1,0,4,3,5,3,3,1,3,7,3,1,0,1,2,2,6,4,10,7,0,4,1,6,12,7,3,3,2,8,16,14,13,5,10,13,5,8,14,14,8,8,6,8,12,11,7,9,4,8,8,13,8,11,10,7,10,4,8,5,5,1,2,16,8,16,17,13,7,5,9,8,9,8,10,9,7,3,2,5,9,3,5,4,5,5,2,3,7,5,4,0,5,2,4,3,2,5,2,1,1,6,4,2,0,1,3,3,3,4,1,1,4,2,3,4,0,3,1,5,2,2,0,1,4,0,1,4,1,1,1,3,1,1,6,5,1,1,0,1,1,4,3,2,1,1,0,3,1,6,4
31088,Green Lane borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,1
33088,Hatboro borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,2,1,1,2,1,0,0,3,1,2,2,1,3,4,1,7,0,0,0,3,0,0,5,4,4,2,1,3,1,6,2,2,4,4,5,8,8,9,9,4,3,6,0,7,3,9,8,2,1,0,2,6,4,4,3,2,9,3,2,0,2,0,7,3,6,2,3,4,3,7,8,7,7,9,10,1,4,4,4,1,5,2,9,4,3,2,6,2,6,1,3,2,3,1,1,6,3,1,2,2,1,0,10,3,2,2,5,1,3,1,0,0,2,1,1,4,4,0,2,0,2,3,2,1,0,0,0,1,0,2,0,0,0,0,2,2,0,0,2,1,2,2,2,0,2,0,0,4,2,2,4,1,0,4,3,1,5
33112,Hatfield borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,0,0,1,0,0,0,0,3,0,0,2,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,0,0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,2,1,1,0,0,2,3,2,1,3,1,2,1,3,2,0,1,2,0,2,8,1,4,2,0,2,2,7,4,6,5,2,5,1,3,5,1,1,2,2,2,2,1,5,4,2,0,3,3,1,3,1,0,4,3,5,2,2,4,0,2,0,1,2,1,2,5,1,0,1,1,2,0,1,1,4,1,5,1,1,0,0,3,0,1,0,0,1,0,1,0,2,0,1,1,0,1,1,0,1,2,0,0,1,0,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,1,1,1,2,0,0,0,3,0,2,2
33120,Hatfield township,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,1,1,2,0,6,4,8,7,5,3,10,2,2,4,2,5,2,8,3,4,1,4,2,2,2,1,0,0,3,1,2,6,2,0,2,0,1,0,1,0,1,0,0,0,2,0,0,0,0,5,1,3,2,2,0,2,1,0,2,0,1,0,1,5,0,0,2,0,0,3,0,2,1,0,0,1,0,2,0,3,0,0,0,0,0,0,0,3,1,0,1,0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,2,0,2,2,0,1,1,1,1,0,0,0,0,1,1,0,3,1,0,0,0,0,1,0,1,1,1,1,0,4,2,0,2,0,0,1,1,0,3,2,0,1,0,1,0,2,3,3,2,2,0,2,0,0,0,0,2,0,2,0,2,0,0,0,1,0,0,1,3,0,4,4,2,1,3,3,3,1,0,4,3,4,4,8,6,0,5,5,5,8,3,8,3,8,7,6,12,7,9,9,12,1,11,7,12,9,8,4,7,23,17,16,12,3,9,2,16,26,8,8,5,9,12,11,12,12,13,5,11,7,7,10,17,12,6,11,10,18,7,10,9,3,17,9,10,12,14,13,5,16,4,19,9,13,12,7,2,6,1,9,3,5,6,8,0,6,3,9,7,7,0,2,5,6,4,6,5,3,11,5,2,5,3,9,1,14,6,1,4,2,4,3,4,1,0,3,0,4,2,2,0,1,1,2,0,1,0,3,2,7,2,4,6,5,5,3,3,4,3,3,2,4,4,5,2,7,2,2,1,3
35808,Horsham township,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,0,3,1,0,5,3,6,3,5,6,3,4,7,1,1,1,4,3,4,0,7,1,11,2,2,6,3,2,1,2,2,5,4,7,0,2,0,2,0,1,1,2,0,0,0,0,0,0,1,2,1,1,2,3,0,5,1,0,0,5,2,7,1,1,0,2,3,8,3,9,0,0,8,1,0,6,1,0,1,1,2,1,2,0,2,0,0,2,1,0,3,0,1,0,1,1,0,1,0,3,2,4,1,0,2,0,0,0,2,1,1,0,2,3,1,2,0,3,3,1,3,2,3,1,2,2,0,0,1,0,1,0,1,0,1,0,2,0,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,2,0,3,3,1,4,1,1,1,0,2,2,1,0,1,0,0,2,3,0,2,1,3,1,1,0,2,2,2,2,1,1,1,6,3,0,0,0,2,2,2,0,0,3,2,2,4,4,2,1,2,4,4,2,2,5,8,2,2,3,6,9,3,5,2,5,4,12,17,7,20,7,7,6,7,9,11,14,6,4,9,10,3,10,11,11,2,10,14,25,20,25,11,13,6,11,7,13,5,6,7,14,10,17,4,3,8,7,11,17,11,8,10,3,6,6,18,23,11,0,1,13,25,8,18,10,14,15,6,6,6,4,12,10,4,3,7,10,18,11,7,9,4,4,6,2,7,8,6,12,4,2,7,7,18,4,3,11,7,4,9,4,2,3,10,1,2,9,2,3,2,1,2,5,8,0,2,5,2,3,4,5,2,1,4,1,1,1,1,3,2,4,12,12,10,3,2,1,1,6,8,7,7,2,5,14,1,9,9
38000,Jenkintown borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,1,2,1,0,1,0,1,2,0,0,0,1,0,1,1,1,1,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,1,2,0,1,0,1,0,1,0,1,0,0,1,1,3,0,2,2,1,6,3,1,1,7,1,0,2,2,3,1,0,1,4,2,0,1,0,1,4,4,0,1,1,2,1,1,3,0,4,1,1,1,2,1,2,1,2,1,0,3,0,0,1,0,1,0,6,2,0,0,0,1,0,0,1,0,0,0,4,0,1,2,4,1,0,1,2,1,0,0,1,1,0,2,0,2,2,0,0,0,0,0,1,1,4,0,2,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0
41432,Lansdale borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,5,0,1,2,6,5,2,1,0,0,2,0,4,0,1,1,2,0,2,0,3,5,9,5,2,0,3,7,6,5,4,2,3,3,2,6,6,1,1,0,18,1,10,3,3,0,10,1,3,7,1,7,2,1,1,4,8,7,2,1,1,2,3,0,5,3,1,0,5,1,0,5,0,0,1,0,1,0,1,1,0,0,0,0,2,1,5,0,0,1,0,0,0,2,0,1,0,2,0,0,0,1,1,0,2,0,0,1,0,0,0,0,1,1,0,1,0,2,0,1,1,0,2,0,2,2,0,1,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,2,1,1,0,2,0,1,1,2,1,0,1,2,0,1,1,1,0,1,2,2,3,2,3,5,5,1,4,2,1,2,3,5,2,4,7,9,16,10,9,12,2,9,14,18,12,13,6,17,9,8,14,11,18,10,19,29,26,28,20,34,21,6,43,11,28,18,21,9,9,13,23,16,12,13,5,3,13,9,10,10,11,6,5,8,28,14,8,7,28,1,17,7,11,8,11,19,10,5,17,6,7,6,12,7,4,2,5,8,5,0,1,7,5,6,6,4,9,6,6,2,2,3,1,6,6,2,0,5,4,1,1,2,1,2,1,2,0,0,1,1,3,8,11,2,0,3,1,0,7,7,7,3,0,1,2,2,2,1,4,3,6,2,2,2,2,2,0,2,1,3,4,8,10,6,9,5,10,6
43312,Limerick township,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,0,0,0,2,1,2,2,0,0,2,1,2,0,0,1,0,0,1,5,4,3,3,0,0,0,2,0,1,0,1,1,1,2,2,0,1,0,2,1,1,2,0,0,1,1,1,2,2,1,1,1,3,2,2,2,2,1,0,2,0,1,3,1,1,0,2,0,0,0,2,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,3,2,3,0,0,1,2,1,2,2,0,0,0,0,0,1,1,2,1,2,0,1,0,1,2,2,3,0,1,3,0,3,1,1,5,0,0,2,0,0,1,0,1,1,2,2,1,3,1,0,2,0,0,1,1,1,1,1,5,5,1,2,2,2,2,1,0,4,0,1,1,2,1,0,1,2,0,0,1,2,3,1,2,1,1,0,1,1,2,0,1,0,0,3,1,1,2,4,1,2,4,2,8,3,2,4,9,3,5,2,4,3,3,2,5,6,6,11,9,4,7,12,4,8,11,9,11,5,8,11,3,11,7,3,6,21,17,11,14,6,21,9,16,19,17,6,10,9,5,9,14,11,7,8,15,8,14,7,10,5,10,6,7,10,5,15,7,5,10,16,18,12,5,10,8,9,8,7,9,9,5,6,10,7,4,22,4,5,7,3,9,8,3,11,7,3,3,7,2,6,1,12,2,5,5,4,3,6,1,1,5,1,0,7,2,4,1,4,4,2,5,7,2,7,0,3,5,6,1,3,3,7,2,1,0,2,4,1,3,2,2,3,5,3,3,2,3,12,4,7,9,9,10,8,7,9
44912,Lower Frederick township,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,1,2,1,0,1,0,1,3,2,1,1,2,0,2,0,2,0,2,0,0,2,0,0,4,1,1,2,5,4,6,1,3,0,2,1,6,3,1,1,1,1,3,4,2,0,3,4,1,1,6,4,5,1,0,3,5,2,2,0,0,1,0,7,4,6,1,0,2,2,3,2,4,3,0,2,1,1,4,1,2,3,3,1,0,2,0,0,1,2,3,1,1,2,0,2,1,2,0,1,2,2,1,0,1,2,0,3,0,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,1,0,0,2,3,0,0,3,0,3,1,0,1,1,0,1
44920,Lower Gwynedd township,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,1,0,0,0,0,2,1,5,4,7,3,5,3,4,3,2,1,2,4,0,4,2,3,1,0,1,2,1,2,3,0,2,1,3,2,7,9,0,3,4,5,0,2,0,0,2,1,4,3,1,1,0,0,3,5,2,0,1,0,2,2,0,0,0,0,0,2,1,0,1,0,0,4,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,1,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,3,1,0,0,0,2,1,0,0,0,0,1,0,4,1,2,2,1,2,3,0,2,2,3,0,2,5,3,3,1,3,2,3,2,8,7,4,2,3,5,1,3,2,9,3,3,4,8,11,3,8,1,5,2,5,5,3,5,2,0,4,2,4,1,3,4,2,5,8,6,3,0,2,2,2,1,8,4,3,0,5,1,2,6,1,7,3,9,4,7,2,1,5,1,3,2,3,2,1,2,1,3,3,4,1,1,7,3,3,0,0,0,2,1,2,1,1,0,1,0,2,0,1,4,0,2,2,0,2,2,2,1,0,0,4,1,1,2,4,5,0,0,1,0,1,0,1,4,3,2,1,2,4,2,2,2,2,0,1,6,0,1,0,5,0,2,6,0
44976,Lower Merion township,2,0,0,0,2,0,0,2,0,0,2,1,3,5,12,5,1,12,12,8,3,8,15,13,3,10,4,11,9,13,10,5,7,17,10,13,7,8,17,9,7,15,9,5,3,5,3,13,3,8,6,7,5,9,10,6,4,2,3,12,3,7,14,5,3,7,14,10,14,9,11,11,4,4,6,5,3,5,4,2,0,3,4,2,5,0,5,4,3,2,7,3,3,2,0,1,3,3,0,1,1,2,1,2,0,2,2,0,1,1,0,1,1,2,0,0,7,3,2,0,2,2,3,2,5,2,1,1,5,6,2,4,7,4,1,5,7,0,4,6,6,2,3,2,5,2,2,1,2,4,3,3,4,3,0,3,2,5,2,2,5,3,4,4,3,4,5,7,0,1,2,0,5,2,3,1,6,2,3,1,1,5,4,4,0,3,2,5,1,3,4,5,2,7,3,0,5,1,1,0,1,7,2,3,3,5,4,7,3,2,2,1,1,5,4,4,3,4,3,1,0,4,7,6,2,6,10,3,9,8,8,5,7,3,2,7,15,3,6,6,4,4,7,15,11,6,9,7,12,10,20,11,26,9,16,20,12,13,9,20,13,12,14,14,9,15,15,15,4,22,21,29,19,21,3,18,8,22,18,18,22,13,24,14,18,18,7,6,11,24,10,21,23,16,11,13,6,10,22,22,13,10,0,7,20,32,18,12,10,8,12,17,13,15,13,25,12,10,10,11,20,14,6,15,10,10,12,19,8,9,2,11,9,9,6,16,19,12,17,4,8,8,4,9,2,8,7,11,14,13,5,8,9,11,9,13,13,7,8,6,4,14,7,5,5,3,4,1,2,5,9,3,3,9,5,7,6,15,5,2,6,4,8,10,8,8,9,4,8,9,3
45008,Lower Moreland township,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,1,2,1,3,0,2,2,1,2,0,3,1,4,4,1,1,3,2,2,3,3,1,1,2,5,0,4,1,1,2,3,1,2,3,1,2,2,3,0,0,1,1,1,1,0,0,1,0,1,0,2,4,3,0,2,2,1,2,1,1,0,0,1,2,3,0,9,0,2,3,1,2,1,2,1,0,2,3,0,0,0,0,2,0,0,0,2,0,1,1,0,6,3,10,5,3,4,3,7,1,5,0,0,1,5,4,3,0,0,0,2,0,2,1,3,1,0,0,2,0,0,2,3,0,2,1,0,2,0,0,0,1,0,0,1,2,3,0,0,0,1,1,2,1,2,0,0,1,1,1,1,4,2,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,3,2,1,1,1,1,0,2,3,2,0,0,0,2,0,1,0,1,1,1,1,1,0,0,1,2,1,2,3,1,0,6,1,2,1,0,0,3,2,2,1,1,1,1,0,4,3,5,1,2,1,1,4,3,4,1,2,3,2,2,5,7,3,8,4,8,3,7,7,8,11,5,4,8,19,11,10,9,8,2,15,20,15,14,7,13,9,4,13,15,13,11,10,4,19,9,12,7,8,5,10,5,9,7,9,6,4,5,3,9,12,10,4,2,9,12,7,13,9,3,4,3,7,13,4,5,2,7,4,6,4,5,6,2,4,3,8,4,6,8,4,4,5,3,1,4,11,0,2,2,8,4,4,2,2,2,4,2,5,2,4,0,1,0,2,3,4,2,1,3,2,1,1,3,5,2,1,1,2,1,1,2,1,4,3,6,3,2,6,1,9,2,8,1,4,3,4,3,5,6,5,2
45072,Lower Pottsgrove township,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,1,3,2,2,2,3,2,0,1,1,0,2,1,1,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2,2,0,3,0,2,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,3,0,1,0,2,2,0,0,0,1,1,0,0,0,1,0,0,2,4,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,5,0,0,7,0,0,2,0,1,2,0,1,1,0,3,1,0,4,3,4,5,2,7,4,6,6,5,5,4,5,5,4,5,3,9,3,4,6,1,0,6,10,5,12,14,5,11,7,18,11,8,2,7,3,4,11,11,10,6,0,17,2,4,2,11,3,6,11,5,9,7,6,5,2,15,5,3,12,9,11,12,6,11,9,6,8,7,3,9,2,7,5,9,3,3,5,3,11,6,4,6,5,1,2,2,2,2,7,2,4,0,3,1,4,3,0,1,1,1,2,2,0,1,0,2,3,2,0,2,1,3,0,0,2,2,0,1,0,1,1,1,0,3,1,2,0,0,2,2,1,3,1,0,1,4,3,4,0,0,3,5,2
